"Stage 1
Shs’million","Stage 2
Shs’million","Stage 3
Shs’million","Total
Shs’million"
4,-,-,4
-,-,-,-
-,-,-,-
-,-,-,-
-,-,-,-
-,-,-,-
1,-,-,1
5,-,-,5
