"Total Corporate Consumer
Segment Banking Banking Unallocated
Shs Shs Shs Shs
At 31 December 2012 million million million million",Column
,"18,145 8,680 9,465 -
9,279 3,964 5,315 -
- (1,378) 1,378 -"
,"27,424 11,266 16,158 -
(144) 716 (860) -
(1,192) - - (1,192)
(13,068) (958) (6,793) (5,317)"
,"13,020 11,024 8,505 (6,509)"
,"(4,279) - - (4,279)"
,"8,741 11,024 8,505 (10,788)"
,"184,825 110,032 59,451 15,342"
,"155,239 51,336 93,441 10,462"
,890 - - 890
