item,1
Share Retained Statutory Revaluation Proposed Total capital earnings loan loss reserve on dividents equity reserve available for-sale reserves Shs Shs Shs Shs Shs Shs Notes million million million million million million,None
None,"2,716 19,237 2,541 (2,332) 7,061 29,223 - (2,674) - - - (2,674) - 444 - - - 444"
Share Revaluation Retained Statutory Revaluation Proposed Total capital reserve on earnings loan loss reserve on dividents investment reserve available subsidaries for sale reserves Shs Shs Shs Shs Shs Shs Shs Notes million million million million million million million,None
