"Group and Bank
Freehold Leasehold Fixtures Motor
land and land and fittings and vehicles
buildings buildings equipment WIP Total
Shs Shs Shs Shs Shs Shs
million million million million million million",Column
,"127 3,212 5,632 40 801 9,812
- 66 239 13 549 867
- - (192) (4) - (196)
- 294 98 - (1,022) (630)"
,"127 3,572 5,777 49 328 9,853"
,"37 1,809 4,875 35 - 6,756
1 251 370 4 - 626
- - (192) (4) - (196)"
,"38 2,060 5,053 35 - 7,186"
,"89 1,512 724 14 328 2,667"
