"L
&
P",Indicators,2021,2020,Comment
,Income,36.9,34.5,7%
,Net Interest Income,25.2,23.4,8%
,Non Funded Income,11.7,11.1,5%
,Operating Costs,(16.7),(19.8),(16%)
,Impairment,(4.7),(9.0),(48%)
,Profit Before Tax,15.6,5.6,175%
,Profit After Tax,10.9,4.2,161%
"e
c t
n e
a e
l h
a s
B",Customer Assets,234.2,208.8,12%
,Customer Liabilities,268.7,253.6,6%
,Total Assets,428.7,379.4,13%
