Column,"(20)
(7)
(7)",Column
(22),,(22)
(8),,(8)
(10),,(10)
(40),(34),(40)
,"(94)
(783)
(378)
(139)",
(140),,(140)
(715),,(715)
(370),,(370)
(123),,(123)
(1 348),(1 394),(1 368)
,(2 653),
(2 069),,(2 061)
(3 457),(4 081),(3 449)
