18 260,-,-,-,18 260,18 260
-,22 924,22 578,-,45 502,36 375
-,39 694,55 654,77 406,172 754,89 682
5 648,-,-,-,5 648,5 648
747,1 898,315,-,2 960,2 676
11 703,54 103,173 221,141 848,380 875,208 855
36 358,118 619,251 768,219 254,625 999,361 496
1 490,43 572,10 728,9 248,65 038,50 029
193 041,65 912,1 731,-,260 684,253 630
4 076,-,-,-,4 076,4 076
-,-,11 792,-,11 792,8 211
1 823,15 537,-,-,17 360,15 819
200 430,125 021,24 251,9 248,358 950,331 765
(164 072),(6 402),227 517,210 006,267 049,29 731
