As at 31 December 2012 USD GBP Euro Other Total,Column
,"1,184 25 104 20 1,333
17,335 260 1,198 353 19,146
(1,292) 1,081 1,834 356 1,979"
,"17,227 1,366 3,136 729 22,458"
,"676 - - 320 996
17,259 1,364 3,122 226 21,971
1,878 36 29 282 2,225"
,"19,813 1,400 3,151 828 25,192"
,"(2,586) (34) (15) (99) (2,734)"
,"3,407 40 24 (8) 3,463"
,821 6 9 (107) 729
