item,0
2003 Shs million,2003 Shs million
"8,219 (966) 5,046 1,576 173 (7,663) (690)","8,219 (966) 5,046 1,576 173 (7,663) (690)"
"5,695 (7,541) 195 1,168 87 (82) 8,358 890 (308) -","5,695 (7,541) 195 1,168 87 (82) 8,358 890 (308) -"
"8,462","8,462"
(298) 209,(298) 209
(89),(89)
"(1,723)","(1,723)"
"6,650 16,072","6,650 16,072"
"22,722","22,722"
"7,026 13,614 5,129 1,661 (27) (4,681)","7,026 13,614 5,129 1,661 (27) (4,681)"
