item,0
"8,969","8,969"
(867) (23) 4,(867) (23) 4
(886),(886)
"(8,690)","(8,690)"
"(607) 10,416","(607) 10,416"
"9,809","9,809"
"13,020 627 565 144 (236) 1 (5,275) (6,938) (2,573) (505) 13,708 368 (72) (3,865)","13,020 627 565 144 (236) 1 (5,275) (6,938) (2,573) (505) 13,708 368 (72) (3,865)"
"16,486 25 3,493 1,282 (1,724) (9,753)","16,486 25 3,493 1,282 (1,724) (9,753)"
