"L
&
P",Indicators,202,0,2019,Comment
,Income,34.5,bn,33.8 bn,2% growth
,NII,23.4,bn,23.2 bn,1% growth
,NFI,11.1,bn,10.6 bn,5% growth
,Normalized Cost,(16.6,bn),(17.3 bn),4% decline
,Pre-Provision Profit,17.9,bn,16.5 bn,8% growth
,Impairment,(9.0 b,n),(4.2 bn),115% in light of COVID-19
,Normalized PBT,8.8 b,n,12.3 bn,28% decline
,Normalized PAT,6.5 b,n,8.5 bn,23% decline
,Exceptional Items,(3.2 b,n),(1.5 bn),109% growth
,Total PBT,5.6 b,n,10.8 bn,47% decline
"t
e
e
h
s
e
c
n
a
l
a
B",Customer Assets,208.9,bn,194.9 bn,7% growth
,Customer Liabilities,253.6,bn,237.7 bn,7% growth
,Total Assets,379.4,bn,374.0 bn,1% growth
,Government Securities Balance,126.1 bn,,123.0 bn,2% growth
