Column,Total Emoluments 2020
,Shs
22 August 2016,8 131 200
July 2011,3 566 640
August 2014,4 191 184
August 2014,4 173 400
23 February 2016,5 292 540
7 March 2018,6 122 270
7 March 2018,5 883 900
24 June 2020,1 595 440
1 October 2020,831 600
August 2014,-
,39 788 174
