"L
&
P",Indicators,1H 20,20,1H2019,Comment
,Income,16.8,bn,16.3 bn,3% growth
,NII,11.3,bn,11.0 bn,2% growth
,NFI,5.5 b,n,5.3 bn,4% growth
,Normalized Cost,(8.2 b,n),(8.4 bn),3% decline
,Pre-Provision Profit,8.6 b,n,7.9 bn,9% growth
,Impairment,(5.4 b,n),(1.6 bn),3x in light of COVID-19
,Normalized PBT,3.3 b,n,6.3 bn,48% decline
,Exceptional Items,(1.7b,n),(0.6 bn),197% growth
,Total PBT,1.6 b,n,5.7 bn,72% decline
"t
e
e
h
s
e
c
n
a
l
a
B",Customer Assets,201.9,bn,186.6 bn,8% growth
,Customer Liabilities,248.7,bn,229.6 bn,8% growth
,Total Assets,391.8,bn,353.8 bn,11% growth
,Government Securities Balance,133.8 bn,,114.0 bn,17% growth
