-,24 211,-,-,-,-,-,-,24 211
4 957,-,-,-,-,-,-,-,4 957
2 067,-,440,35,45,246,-,34,2 867
-,42 905,-,-,-,-,-,-,42 905
-,90 585,-,-,-,-,-,-,90 585
6 145,-,64 219,57 039,6 803,12 181,110 640,26 552,283 579
13 169,157 701,64 659,57 074,6 848,12 427,110 640,26 586,449 104
