2025,"1. Engagement and mentorship by Board and
Country Management
2. Board engagement and mentorship
3. Executive support by CMC for projects
4. Career coaching
5. Networking opportunities in the market",10,F50%:M50%,Ongoing
2025,"1. Communicating for Impact
2. Influence and Persuasion
3. Personal Branding and Authentic Leadership
4. Coaching and Developmental Leadership Skills.",47,F100%,24hrs
2024,"1. Foundations of credit risk management
2. Advanced credit analysis techniques
3. Risk assessment and mitigation strategies
4. Emerging credit risk trends (ESG and climate risk)
5. Developing and implementing credit risk
management strategies
6. Hands on experience across risk functions
7. Development of real world credit risk solutions.",9,F55%:M45%,18 Months
