How we measure ourselves,2014,2013
Total permanent employees,"2,802","2,815"
Total non-permanent employees,"1,330","1,014"
Permanent employee turnover rate (%),7%,13%
Retention of high performing staff (%),31%,32%
Women in senior management roles,25,21
Absenteeism rate,0.11%,0.11%
