"2022
Shs’million",Column,"2022
Shs’million"
,"623
1 544
109
798
665
604
8 275
941
5 313",
676,,676
1 660,,1 660
108,,108
882,,882
444,,444
641,,641
7 893,,7 840
1 074,,1 074
5 549,,5 549
18 927,18 872,18 874
