Column,2 716,(152),285,-,35 194,4 345,42 388
"Profit for the year
Other comprehensive income for the year",-,-,-,-,6 926,-,6 926
,-,402,-,-,(97),-,305
,-,402,-,-,6 829,-,7 231
,-,-,(90),-,-,-,(90)
,-,-,-,-,-,(4 345),(4 345)
,-,-,-,-,(1 086),-,(1 086)
,-,-,-,-,(4 345),4 345,-
,2 716,250,195,-,36 592,4 345,44 098
