Column,Financial services,Government,Manufacturing
2025,Shs’ million,Shs’ million,Shs’ million
,"-
5 600
689
-
-
-
9 902","19 318
-
-
42 513
109 042
8 220
-","-
-
-
-
-
-
45 358"
,16 191,179 093,45 358
