2025,"1. Business growth andstrategy
2. Financial management
3. Internal controls andgovernance
4. Customer value creation
5. Digital banking andtechnology
6. Communication and story telling for businesses.",34,M59%;F41%,5 months
2025,"1. Leveraging digital and ecosystem partnerships
2. SME credit and risk management
3. Relationship mangement
4. Sales and business development",15,M80%;F20%,Ongoing
2024,"1. Talent acquisition and onboarding
2. Talent management
3. Talent engagement
4. Talent offboarding and culture.",270,M54%;F46%,Ongoing
2025,"1. Strategic leadership and enterprise thinking
2. Business acumen measurable business impact
3. Change, transformation and adaptive leadership
4. Stakeholder influence and strategic
communication.",8,M50%;F50%,Ongoing
2025,"1. Inclusive decision making and judgement
2. Fair talent management (recruitment,
performance, succession)
3. Psychological safety and inclusive leadership
behaviours
4. Managing bias in collaboration, feedback, and
conflict.",69,M55%:F45%,18hrs
2025,"1. Self-leadership and emotional intelligence
2. People management and team leadership
3. Strategic thinking
4. Change and adaptability
5. Influence and stakeholder management",40,F48%:M52%,Ongoing
