"As restated
Cr/(Dr) to Cr/(Dr) to other
1.1.12 income comprehensive 31.12.12
statement income
Shs Shs Shs Shs
million million million million",Column
,"120 (20) - 100
999 - (910) 89
(163) (74) - (237)
(88) (87) - (175)"
,868 (181) (910) (223)
