-,-,-,-,13 378,13 378
-,-,7 345,-,-,7 345
-,6 797,7 820,34 082,-,48 699
219,-,-,-,-,219
5 971,-,-,-,-,5 971
22 679,4 844,19 474,121 513,-,168 510
-,-,-,-,10 160,10 160
-,-,-,-,3 081,3 081
-,-,-,-,1 592,1 592
-,-,-,-,24,24
-,-,-,-,619,619
-,-,-,-,65,65
-,-,-,-,55,55
28 869,11 641,34 639,155 595,28 974,259 718
3 264,-,-,-,-,3 264
1 813,-,-,-,-,1 813
19 736,-,-,-,-,19 736
143 616,21 698,12 327,539,-,178 180
-,5 159,-,-,-,5 159
-,-,-,-,9 109,9 109
69,-,-,-,-,69
,,,,42 388,42 388
168 498,26 857,12 327,539,51 497,259 718
(139 629),(15 216),22 312,155 056,(22 523),-
