"June
2012
Shs '000
Unaudited
7 ,336,137
2 ,317,909
95,766
884,648","December
2012
Shs '000
Audited
14,897,931
4 ,300,929
220,079
1 ,622,064","March
2013
Shs '000
Unaudited
3 ,605,391
1 ,134,452
46,770
352,697","June
2013
Shs '000
Unaudited
7 ,292,516
2 ,289,485
127,291
747,853"
"10,634,460
1 ,222,189
140,676
298,211","21,041,003
2 ,240,523
177,956
477,356","5,139,310
530,037
14,290
75,955","10,457,145
1 ,044,877
30,034
150,869"
"1,661,076
8,973,384
774,534
2 ,514,642
1 ,365,976
-
67,862","2,895,835
18,145,168
1 ,595,978
4 ,980,476
2 ,437,256
-
265,509","620,282
4,519,028
495,512
1 ,199,021
438,504
-
119,541","1,225,780
9,231,365
928,717
2 ,377,523
968,841
-
216,825"
"4,723,014","9,279,219","2,252,578","4,491,906"
"13,696,398","27,424,387","6,771,606","13,723,271"
"458,922
3 ,808,989
13,167
473,159
334,169
251,357
2 ,042,950","144,376
7 ,814,148
17,469
1 ,033,254
626,880
564,707
4 ,203,809","270,798
1 ,936,993
4 ,762
235,713
137,931
152,269
930,338","581,154
3 ,846,224
7 ,590
518,000
282,423
305,095
1 ,919,776"
"7,382,713
6,313,685
-","14,404,643
13,019,744
-","3,668,804
3,102,802
658,259","7,460,262
6,263,009
788,259"
"6,313,685
(2,029,051)
(17,595)","13,019,744
(4,097,965)
( 181,076)","2,444,543
( 982,337)
197,170","5,474,750
(1,804,773)
62,292"
"4,267,039","8,740,703","1,659,376","3,732,269"
"-
4 ,043,554
-
-
(1,213,066)
-","-
3 ,035,051
-
-
( 910,515)
416,000","-
( 318,043)
-
-
95,413
-","-
819,510
-
-
( 245,853)
-"
"2 ,830,488","2 ,540,536","( 222,630)","573,657"
"7,097,527","11,281,239","1,436,746","4,305,926"
