"21,041
(2,896)"
"18,145"
"7,226
(650)"
"6,576"
"2,673
-
30"
"27,424
(144)"
"27,280
(7,814)
(5,255)
(626)
(565)"
"(14,260)"
"13,020
(4,279)"
"8,741"
1.61
