Column,2 716,529,188,35 885,4 888,44 206
,-,-,-,(200),-,(200)
,2 716,529,188,35 685,4 888,44 006
"Profit for the year
Other comprehensive loss for the year",-,-,-,7 456,-,7 456
,-,(248),-,(69),-,(317)
,-,(248),-,7 387,-,7 139
,-,-,21,-,-,21
,-,-,-,-,(4 888),(4 888)
,-,-,-,(1 086),-,(1 086)
,-,-,-,(4 888),4 888,-
,-,-,-,(3),-,(3)
,2 716,281,209,37 095,4 888,45 189
