"2022
Shs’million",Column,"2022
Shs’million"
14 587,"10 870
9 885
(4 679)
-
5 975
56 448",13 866
12 554,,11 845
(6 262),,(5 963)
1 086,,1 086
6 246,,6 246
63 613,,60 811
