"2015
Shs'millions"
"18 180
2 245
45 806
253
13 951
145 379
8 830
275
134
475
3 258
2 054
56
256"
241 152
"42
187
22 684
165 358
5 133
8 032"
201 436
"2 716
(739)
927
32 467
4 345"
39 716
241 152
