Column,Ordinary,Column,Column,Column,Column,Column,Column
,share,,Share,,Revenue,,
,capital,,premium,,reserve,,TOTAL
,Kshs '000,,Kshs '000,,Kshs '000,,Kshs '000
,"200,000",,"255,985",,"47,606",,"503,591"
,-,,-,,"(17,144)",,"(17,144)"
,-,,-,,"37,562",,"37,562"
,,,,,"(8,000)",,"(8,000)"
,"200,000",,"255,985",,"60,024",,"516,009"
"200,000",,"255,985",,"60,024",,"516,009",
,-,,-,,"20,750",,"20,750"
,-,,-,,"(12,404)",,"(12,404)"
,-,,-,,"(4,000)",,"(4,000)"
,"200,000",,"255,985",,"64,370",,"520,355"
