DIRECTORS,Dr. Christopher W. Obura (Chairman)
,Mr. Michael W. Matu (Chief Executive Officer)
,Mr. Mucai Kunyiha (resigned 29 June 2010)
,Mr. Suresh A. Lakhani
,Mr. John N. Simba
,Mr. Paul W. Ndungu
,Mr. Mwangi Wamae (resigned 1 October 2009)
,"Mr. Eliud M. Wamae, alternate director to Mr. Mwangi Wamae (resigned 1 October 2009)"
REGISTERED OFFICE,LR No: 209/5532
,Off Nanyuki Road
,Industrial Area
,P.O. Box 30102
,GPO 00100
,Nairobi
COMPANY SECRETARY,Commercial Registrars
,Lina Kantaria - CPS No. 051
,Certified Public Secretary
,P. O. Box 49925
,GPO 00100
,Nairobi
TAX ADVISORS,BDO East Africa
,Certified Public Accountants
,P. O. Box 10032
,GPO 00100
,Nairobi
AUDITORS,BDO East Africa
,Certified Public Accountants
,P. O. Box 10032
,GPO 00100
,Nairobi
BANKERS,Standard Chartered Bank Kenya Limited
,Co-operative Bank Ltd
,City Finance Bank Ltd
,FINA Bank (Kenya) Ltd
,Barclays Bank of Kenya Limited
,Southern Credit Banking Corporation Limited
,First National Bank of Botswana Limited
,Standard Chartered Bank of Botswana Limited
,Stanbic Bank Botswana Limited
,First National Bank Limited - South Africa
,Nedbank Ltd - South Africa
,NIC Bank Limited
REGISTRARS,Custody and Registrars Services Limited
