4,"500,787","518,660",-
5,"(319,493)","(319,337)",-
,"181,294","199,323",-
6,"24,024","43,354","20,691"
7,"(179,279)","(170,453)","(8,313)"
,"26,039","72,224","12,378"
9,"(19,497)","(20,556)","(2,779)"
,"6,542","51,668","9,599"
10,"(10,030)","(12,820)","(2,880)"
,"(3,488)","38,848","6,719"
,"1,085","26,158","6,719"
,"(4,573)","12,690",-
,"(3,488)","38,848","6,719"
,0.03,0.65,0
,"40,000","40,000","40,000"
,"(3,488)","38,848","6,719"
,"(2,053)",583,-
,"1,590","9,683",-
,(238),"(1,511)",-
,"(4,189)","47,603","6,719"
,732,"30,580","6,719"
,"(4,921)","17,023",-
,"(4,189)","47,603","6,719"
