Column,"106,985
114,596
165
17,376
11,573
1,074
6,593
1,198
24,396
3,046",Column
"150,534",,"223,757"
"87,921",,"76,423"
220,,-
"19,121",,"18,177"
-,,-
-,,-
"6,593",,"6,593"
"2,879",,-
"30,871",,"28,498"
"3,919",,"3,046"
"302,058","287,002","356,494"
,"269,946
17,056",
"295,040",,"356,495"
"7,018",,-
"302,058","287,002","345,485"
,"-
-
-
45,192
45,192
45,192
-",
-,,30
-,,"1,945"
-,,"1,444"
"48,840",,"48,840"
"48,840",,"52,259"
"48,840",,"48,840"
-,,"3,419"
"48,840","45,192","52,259"
