5,"496,948","512,746
(341,832)",-
6,"(319,822)",,-
,"177,126","170,914
57,000
(198,671)",-
7,"99,387",,"23,539"
8,"(232,026)",,"(38,624)"
,"44,487","29,243
(14,353)","(15,084)"
10,"(18,764)",,"(2,585)"
,"25,723","14,890
(9,148)","(17,669)"
11(a),"(15,311)",,-
,"10,412","5,743
4,289
1,454","(17,669)"
,"(3,821)",,"(17,669)"
,"14,233",,-
,"10,412","5,743","(17,669)"
,,0.11,
12,(0.10),,(0.44)
,,"40,000",
,"40,000",,"40,000"
