Column,"48,840
-
-
-",Column
"56,153",,"56,153"
-,,30
,,300
-,,"1,945"
-,,"1,444"
"56,153","48,840","59,872"
,"48,840
-",
"56,153",,"56,153"
-,,"3,719"
"56,153","48,840","59,872"
,"23,682
(27,064)",
"36,765",,"23,689"
"(27,063)",,"(5,735)"
"9,702","(3,383)","17,954"
,"23,687
(27,064)",
"36,765",,"23,689"
"(27,063)",,"(5,735)"
"9,702","(3,377)","17,954"
"84,412","90,390
(971)
89,419
17,806
12,364
1,746",-
(971),,-
"83,441",,-
"15,271",,-
"10,276",,-
"1,754",,-
"110,742","121,335",-
