Column,"(13,198)","(6,815)","2,780"
,"9,766","(15,425)","(11,564)"
,"(3,432)","(22,240)","(8,784)"
,"16,843","(16,069)",(236)
,"(2,416)","1,992",-
,"64,406","78,482",262
24,"78,833","64,406",26
