Column,"150,534
87,921
30,871
19,121
6,593
-
3,919
2,879
220",Column
"160,739",,"240,407"
"58,044",,"46,544"
"35,256",,"32,008"
"21,087",,"19,718"
"6,593",,"6,593"
"6,342",,-
"3,919",,"3,046"
"3,104",,-
248,,-
"295,332","302,058","348,314"
,"295,040
7,018",
"281,719",,"348,314"
"13,613",,-
"295,332","302,058","348,314"
