amount,Column,0-1 years,Column,>5 years
,"-
-
1,154,071
-
201,623
1,633,185
7,526,524
104,168
479,542
310,500
9,290,392",,"3,391,241
45,329
-
208,259.00
-
-
-
-
-
-
77,758
-",
"17,993,728",,"840,269",,"13,762,221"
"45,329",,-,,-
"1,154,071",,-,,-
"1,277,847",,157,,"1,069,428"
"201,623",,-,,-
"1,633,185",,-,,-
"7,526,524",,-,,-
"104,168",,-,,-
"479,542",,-,,-
"310,500",,-,,-
"743,491",,"1,268",,"664,465"
"9,290,392",,"9,290,392",,-
"40,760,401","20,700,006","10,132,086","3,722,587","15,496,114"
,No stated,,,
Carrying,,Contractual cash flows (undiscounted),,
amount,maturity,0-1 years,1-5 years,>5 years
"1,043,139","1,043,139",-,-,-
"6,357,092","6,357,092",-,-,-
"546,212","546,212",-,-,-
"7,946,443","7,946,443",-,-,-
"1,298,214","1,298,214
9,454,900",-,"-
-",-
"9,454,900",,-,,-
"18,699,559","18,699,559",-,-,-
"22,060,842","2,000,447","10,132,086","3,722,587","15,496,114"
