CONSOLIDATED STATEMENT OF FINANCIAL POSITION AS AT 30TH JUNE 2022,Column,Column,Column,Column
,Unaudited,Unaudited,Unaudited,Audited
,"Short term
Business","Long term
Business",Total,Total
,2022,2022,2022,2021
,KShs ’000,KShs ’000,KShs ’000,KShs ’000
,"6,499,491","500,000","6,999,491","6,999,491"
,"28,992",-,"28,992","28,992"
,"(601,398)","(74,330)","(675,728)","(492,965)"
,"764,159",-,"764,159","821,958"
,-,"7,551,956","7,551,956","7,625,237"
,"22,962,198",-,"22,962,198","22,056,816"
,"29,653,442","7,977,625","37,631,068","37,039,529"
,"58,902",-,"58,902","68,256"
,"39,904","65,106","105,010","112,803"
,"741,464",-,"741,464","790,455"
,"10,628,718","1,782,393","12,411,111","12,250,000"
,"6,770,334",-,"6,770,334","6,770,334"
,"194,248",-,"194,248","194,248"
,"45,313",-,"45,313","45,329"
,"2,630,215","228,714","2,858,930","2,255,813"
,"553,205",-,"553,205","418,173"
,"769,731",-,"769,731","570,299"
