COMPANY STATEMENT OF FINANCIAL POSITION AS AT 30TH JUNE 2021,Column,Column,Column,Column
,Unaudited,Unaudited,Unaudited,Audited
,"Short term
Business","Long term
Business",Total,Total
,30.06.2021,30.06.2021,30.06.2021,31.12.2020
,KShs ’000,KShs ’000,KShs ’000,KShs ’000
,"6,499,491","500,000","6,999,491","6,999,491"
,"20,468",-,"20,468","20,468"
,"(389,634)","(48,160)","(437,794)","(560,270)"
,"663,668",-,"663,668","663,668"
,-,"6,545,663","6,545,663","6,344,673"
,"21,211,215",-,"21,211,215","20,742,369"
,"28,005,208","6,997,503","35,002,711","34,210,399"
,"51,780",-,"51,780","59,150"
,"61,159","166,152","227,311","297,764"
,"737,744",-,"737,744","765,636"
,"10,488,547","1,729,061","12,217,608","12,175,000"
,"5,761,432",-,"5,761,432","5,761,432"
,"2,469,049",-,"2,469,049","2,421,540"
,-,-,-,-
,"214,480",-,"214,480","209,674"
,"45,281",-,"45,281",-
