Carrying,Column,Contractual cash flows,Column,Column
Amount,,0-1 years,"1-5 years
KShs ’000
3,649,223
45,329
-
208,259
-
-
-
-
77,758
-",>5 years
KShs ’000,,KShs ’000,,KShs ’000
"18,655,222",,"1,136,500",,"13,870,921"
"45,329",,-,,-
"1,154,071",,-,,-
"1,277,844",,157,,"1,069,428.00"
"201,623",,-,,-
"2,142,273",,-,,-
"8,417,031",,-,,-
"437,655",,-,,-
"424,861",,,,
"750,213",,"1,268",,"671,187"
"13,246,057",,"13,246,058",,-
"45,279,354","10,635,241","14,383,983","3,980,569","15,611,536"
,"No stated
Maturity
1,718,197
6,944,203
626,306",,,
Carrying,,Contractual cash flows (undiscounted),,
Amount,,0-1 years,"1-5 years
-
-
-",>5 years
"1,718,197",,-,,-
"6,944,203",,-,,-
"626,306",,-,,-
"9,288,705","9,288,705",-,-,-
"1,309,997","1,309,997
10,273,510",-,"-
-",-
"10,273,510",,-,,-
,"20,872,213",,-,
"20,872,213",,-,,-
"25,878,153","(10,236,972)","14,383,983","3,980,569","15,611,536"
