2021,Column,2021
KShs ’000,,KShs ’000
,"17,993,728
45,329
1,277,847
1,154,071
201,623
1,633,185
7,526,524
95,096
104,168
9,195,295
310,500
743,491
479,542",
"17,194,974",,"16,887,597"
"45,329",,"45,329"
"1,356,052",,"1,356,052"
"1,202,463",,"1,202,463"
"194,248",,"194,248"
"2,065,570",,"1,023,586"
-,,-
"1,029,913",,"144,402"
-,,"55,558"
"10,566,834",,"7,677,636"
"418,173",,"368,638"
"790,455",,"780,537"
"570,299",,"525,962"
"35,434,310","39,590,969","30,262,008"
,"1,043,139
6,357,092
546,212",
"1,306,314",,"221,268"
-,,-
"682,306",,"588,157"
"1,988,620","7,946,444","809,425"
,"1,298,214
9,454,900",
"1,262,731",,"1,254,757"
"9,915,675",,"9,156,159"
"11,178,406","10,753,115","10,410,916"
