2021,Column,2021
KShs’000,,KShs’000
,"1,541,502
34,760
435,356",
"1,966,539",,"1,966,425"
"72,969",,"57,631"
"75,566",,"94,879"
,"2,011,618",
"2,115,074",,"2,118,935"
,"17,136
570,980
2,743,467
82,598
356,918
823,784
2,374,681
2,048,511
196,248
1,285,507
29,290
222,153
7,091,168",
"75,519",,"62,502"
"1,137,086",,"894,943"
"4,436,766",,"3,594,749"
"218,129",,"125,898"
"746,595",,"635,376"
"795,611",,"850,489"
"2,793,407",,"2,492,371"
"4,701,136",,"4,671,703"
"282,023",,"216,569"
"1,558,639",,"1,461,278"
"33,857",,"33,227"
"277,350",,"268,965"
"(134,825)",,"(245,174)"
"16,921,293","17,842,441","15,062,896"
"19,036,367","19,854,059","17,181,831"
