Unaudited,Audited
30.06.2023,31.12.2022
"660,380","1,088,999"
"2,938","5,884"
"1,090,163","2,179,297"
"14,144","27,075"
"416,805","584,300"
"18,008","26,842"
"(625,772)","(747,379)"
"1,576,667","3,165,018"
"(14,248)","(247,154)"
"(1,340)","(52,664)"
"(1,897)","(47,128)"
"(1,374,879)","(2,969,986)"
"1,194,641","1,925,832"
-,"(7,375)"
"94,409","112,241"
0,"(130,450)"
"(103,314)","(1,416,685)"
,"(279,979)"
"1,473,352","1,468,354"
"9,175,455","7,707,101"
"10,648,807","9,175,455"
