Group,Column
2019,2018
Ksh’000,Ksh’000
"1,738,828","1,223,152"
"644,082","386,106"
"(104,617)","(422,593)"
"(187,121)","(34,124)"
532,"1,963"
"(530,540)","584,324"
"(177,664)","515,676"
"1,561,164","1,738,828"
