"5,317","7,354"
-,"43,999"
-,"1,720"
"8,159,156","3,442,759"
"6,594,340","6,152,947"
"5,495,272","3,539,417"
"686,348","1,088,778"
-,"105,560"
"7,668,573","5,969,488"
"27,499","123,796"
"174,932","930,896"
"28,811,437","21,406,714"
"332,721","332,721"
"589,753","589,753"
"15,962,362","10,210,128"
"6,051,372","5,004,099"
"22,936,208","16,136,701"
"4,201,029","4,149,532"
"1,291,101",-
"204,467","230,182"
"121,846","838,300"
"28,987","32,504"
"27,799","19,495"
"5,875,229","5,270,013"
"28,811,437","21,406,714"
