"2011
Kshs’000"
"2,261,431"
"(205,980)"
"(93,259)"
"(154,697)"
"(453,936)"
"486,934"
"2,294,429"
"(2,046)"
"2,292,383"
"(964,613)"
"165,053"
"12,165"
"199,577"
"(1,355)"
"(589,173)"
"1,703,210"
Kshs 3.79
