"332,721","332,721",Share capital,"332,721","332,721"
"589,753","589,753",Share premium,"589,753","589,753"
"6,170,187","2,828,301",investment revaluation reserve,"15,962,362","10,210,128"
"1 2,912,168","9,891,966",Retained earnings,"6,051,372","5,004,099"
"268,008",-,non-controlling interest,,
"2 0,272,837","13,642,741",equity,"22,936,208","16,136,701"
