"2010
Shs’000",Column,"2010
Shs’000"
-,(844 ),-
"14,083",-,"14,083"
"12,121","12,121","12,121"
181,-,181
"2,127","1,359","2,127"
831,346,831
134,368,134
"29,477","14,194","29,477"
"29,477","13,350","29,477"
"13,350","22,462","13,350"
"44,292","(9,112 )","44,292"
"57,642","13,350","57,642"
