Group,Column
2018,2017
Ksh’000,Ksh’000
"128,551","440,677"
"1,471,045","982,157"
"5,086,563","3,118,259"
"1,341,167","1,477,055"
"4,808,929",-
"513,396","573,490"
"259,104",-
"97,983","159,332"
"197,095",-
517,-
"13,904,350","6,750,970"
