"5,114","(2,654)",At start of year,"5,146",(832)
"39,866","15,875",Charge for the year,"39,054","15,875"
-,"1,790",Current income tax receivable written off,-,-
"(25,726)","(9,897)",Payments during the year,"(24,705)","(9,897)"
"19,254","5,114",At end of year,"19,495","5,146"
