"2011
Kshs’000",Column,"2011
Kshs’000"
"5,158","2,350","5,158"
"47,516",-,"47,516"
"264,754","58,967","264,754"
"9,966",-,"9,966"
"3,259",,"3,060"
"330,653","61,317","330,454"
,,"2011
Kshs"
,,82.99
,,0.035
,,0.014
