Group,Column
2018,2017
Ksh’000,Ksh’000
"332,721","332,721"
"589,753","589,753"
"2,389,857","2,803,798"
"34,358,987","32,771,793"
"798,530","798,530"
"12,427,316","12,177,609"
"50,897,164","49,474,204"
"24,463,568","20,986,378"
"(6,022,022)","(5,638,783)"
"18,441,546","15,347,595"
36.23%,31.02%
