Group,Column
2018,2017
Ksh’000,Ksh’000
"6,750,970","2,549,113"
-,"222,741"
"11,000,155","4,162,648"
"(275,121)","76,926"
"139,504","87,711"
"(3,711,158)","(348,169)"
"13,904,350","6,750,970"
