"Cash collections and receivbles on infill
developments",Financial year ended 31 March:,Column,Column,"Six-month
period ended:"
,2019,2020,2021,30-Sep-21
,KES'000,KES'000,KES'000,KES'000
Cumulative value of pre-sales,"3,385,628","7,623,443","11,389,608","13,884,155"
Customer deposit collections,"511,342","1,973,300","3,793,534","5,467,363"
Cumulative receivables,"2,874,286","5,650,143","7,596,074","8,416,792"
% collected,15%,26%,33%,39%
"Profit recognition over time from infill
development sales",Financial year ended 31 March:,,,"Six-month
period ended:"
,2019,2020,2021,30-Sep-21
,KES'000,KES'000,KES'000,KES'000
Cumulative profit potential of infill projects,"2,827,918","3,282,498","3,617,584","4,018,642"
"Cumulative Profits booked in the income
statement",-,-,"124,418","259,944"
Cumulative deferred profit,"2,827,918","3,282,498","3,493,166","3,758,698"
