"2022
Ksh’000
2,303,649
(1,468,654)","2021
Ksh’000
995,792
(712,292)"
"834,995","283,500"
"(606,484)
(155,296)","(610,889)
(201,645)"
"73,215","(529,034)"
"1,858,032
(1,523,309)","459,744
(335,326)"
"334,723","124,418"
"99,204
(449,339)","297,990
(555,684)"
"(15,412)","(133,276)"
"513,068
111,074
(481,681)","1,638,662
(237,907)
(392,179)"
"127,049","875,300"
"242,983
(207,390)
53,500
29,380
427,004
(113,334)
(956,006)
(52,758)
(1,409,210)","181,836
(261,563)
721,712
162,872
-
(183,072)
(1,074,310)
(21,034)
(1,385,721)"
"(1,985,831)","(1,859,280)"
"5,599,891
(2,186,851)
(500,341)
(2,221,042)","4,338,068
(1,730,313)
(117,505)
(2,160,392)"
"691,657","329,858"
"1,084,518
-
(746,031)
(191,156)
(545,143)
(150,163)","666,433
17,681
(715,021)
(488,707)
(629,441)
-"
"(547,975)","(1,149,055)"
"(1,641,885)","(2,332,211)"
"302,076","964,295"
"(1,339,809)","(1,367,916)"
"(732,554)
(607,255)","(618,998)
(748,918)"
"(1,339,809)","(1,367,916)"
(1.10),(0.93)
