"10,845,392","5,456,057"
"59,954","43,999"
"988,756","5,298"
"3,900,851","3,659,198"
"7,569,310","4,306,221"
"3,036,299","2,732,872"
"1,071,046","995,313"
"210,017",-
"1,071,947","260,825"
"843,648","1,501,769"
"29,597,220","18,961,552"
"332,721","332,721"
"589,753","589,753"
"6,170,187","2,828,301"
"12,912,168","9,891,966"
"268,008",-
"20,272,837","13,642,741"
"4,201,029","4,149,532"
"1,291,101",-
"1,840,552","287,858"
"28,987","32,504"
"210,913","19,254"
"1,751,801","829,663"
"9,324,383","5,318,811"
"29,597,220","18,961,552"
