Group,Column
2018,2017
Ksh’000,Ksh’000
"4,411,186","4,462,027"
"978,786","520,437"
"632,050","656,319"
"6,022,022","5,638,783"
"(202,203)",-
"5,819,819","5,638,783"
"6,022,022","5,638,783"
"(1,947,576)","(982,157)"
"4,074,446","4,656,626"
