"2,732,872","1,666,309",opening valuation,"1,088,778","1,289,540"
,,Movements in the year:,,
"631,068","1,112,066",Additions,-,"12,361"
"(904,933)","(699,047)",Disposals,"(244,463)","(496,318)"
"(287,772)","(181,513)",Reserves released on disposal,"(133,208)","(145,075)"
"865,064","835,057",Fair value gain/(loss),"(24,759)","428,270"
"303,427","1,066,563",,"(402,430)","(200,762)"
"3,036,299","2,732,872",Closing valuation,"686,348","1,088,778"
