Column,Column,Column,Column,Column,79.0,Column,Column,Column
,,,,73.2,,71.3,,
,,,67.3,,,,,
,,59.1,,,,,62.8,62.7
,,46.0,,44.5,,,,
,48.0,,,,,,,
,,,34.5,,32.0,,,
34.5,,,,,,,,
,,,,,,22.7,,
,,,,,,,15.6,17.9
