Group,Column,Column
"Investment
revaluation","Currency
translation","Total other
reserves"
Ksh’000,Ksh’000,Ksh’000
"4,561,515","113,442","4,674,957"
"(117,008)",-,"(117,008)"
"64,226",-,"64,226"
-,-,-
-,-,-
"(1,789,025)",-,"(1,789,025)"
"(259,949)",-,"(259,949)"
-,"17,604","17,604"
"212,993",-,"212,993"
"2,672,752","131,046","2,803,798"
"(34,124)",-,"(34,124)"
"(404,353)",-,"(404,353)"
-,-,-
-,-,-
"(465,781)",-,"(465,781)"
"584,324",-,"584,324"
-,"(84,675)","(84,675)"
"(9,332)",-,"(9,332)"
"2,343,486","46,371","2,389,857"
