"3,905,657"
"(379,960)"
"(140,220)"
"(400,763)"
"(920,943)"
"263,259"
"3,247,973"
"(738,577)"
"2,509,396"
"(791,726)"
"41,918"
"1,018,737"
"835,057"
"(11,883)"
"1,092,103"
"3,601,499"
Kshs 3.77
