Group,Column
2019,2018
Ksh’000,Ksh’000
-,"172,763"
-,"50,726"
-,"292,110"
"255,651","2,564,275"
"71,610","531,370"
-,"6,019"
-,688
-,514
-,68
"54,680","209,024"
"33,395","35,831"
"9,801","6,398"
"1,099,071",-
"28,010",-
"1,552,218","3,354,188"
"1,000,224","1,341,127"
"141,199","65,219"
"1,152",561
"10,756,329","8,498,491"
-,-
"11,898,905","9,905,398"
