"1,272,313"
"(148,094)"
"(121,709)"
"(229,872)"
"(499,675)"
"594,037"
"1,366,675"
"(177,270)"
"1,189,405"
"(562,349)"
"(91,117)"
"114,597"
"(166,121)"
"(2,550)"
"(707,540)"
"481,865"
Kshs 1.79
