"12 months to
31 March
2009
Shs’000"
"391,586"
"(66,137 )"
"(57,122 )"
"(271,239 )"
"(12,983 )"
"(407,481 )"
"491,548"
"475,653"
"(162,473 )"
"313,180"
Shs 0.57
Shs Nil
