Consumer,54.0%,"9,851"
,27.6%,"6,912"
,18.8%,"2,021"
,15%,882
"Financial
Services",81.9%,"3,315"
,100%,442
,100%,253
,100%,-
Education,60.2%,"1,040"
,16.4%,711
